city,district,rooms,rent,address,construct_year,housing_type,on_sale,size 
ESPOO,Vermonniitty,3,1080.00,Kaarlo Sarkian katu 1 D,2021,block_of_flats,False,50.50
TAMPERE,Kaleva,1,650.00,Jäähallinkaari 8 A,2023,block_of_flats,False,27.00
ESPOO,Mäkkylä,2,1027.00,Adjutantinkatu 3 C,2012,block_of_flats,False,51.50
KAJAANI,Teppana,3,765.00,Uitontie 10 B,1975,block_of_flats,False,78.50
ESPOO,Niittykumpu,3,1410.00,Niittykummuntie 12 C,2022,block_of_flats,False,69.50
JÄRVENPÄÄ,Pajala,3,920.00,Valimokuja 4 as,2017,block_of_flats,False,53.00
VANTAA,Hakunila,3,1091.00,Kaskelantie 27 B,2020,block_of_flats,False,66.00
ESPOO,Niittykumpu,1,875.00,Niittyportinpolku 2 A,2018,block_of_flats,False,38.50
HELSINKI,Viikinmäki,1,831.00,Ristiretkeläistenkatu 2 A,2021,block_of_flats,False,31.50
TAMPERE,Santalahti,1,607.00,Tiporaitti 8 A,2020,block_of_flats,False,28.00
VANTAA,Pähkinärinne,2,903.00,Lehtikallio 8 A,2015,block_of_flats,False,53.50
TAMPERE,Keskusta,2,905.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,42.00
TAMPERE,Keskusta,1,750.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,32.50
TAMPERE,Keskusta,2,970.00,Puuvillatehtaankatu 6 A,2023,block_of_flats,False,45.00
HELSINKI,Pitäjänmäki,2,1020.00,KONALANTIE 7 C,1974,block_of_flats,False,54.50
HELSINKI,Aurinkolahti,4,1550.00,Bertha Pauligin katu 1 A,2023,block_of_flats,False,73.00
OULU,Etu-Lyötty,2,720.00,Arkistokatu 4 C,2023,block_of_flats,False,40.00
ESPOO,Sepänkylä,3,1160.00,Peuraniitty 1 D,2021,block_of_flats,False,65.00
TAMPERE,Keskusta,2,950.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,45.50
LOHJA,Virkkala,2,615.00,Pähkinäniemen puistotie 8 as,1954,block_of_flats,False,48.50
HELSINKI,Pasila,1,847.00,Radiokuja 4 A,2018,block_of_flats,False,32.50
HELSINKI,Tapanila,4,1649.00,Rajatie 5a B,2009,block_of_flats,False,98.50
TURKU,Raunistula,2,741.00,Raunistulantie 7 B,2014,block_of_flats,False,39.50
VANTAA,Tikkurila,2,862.00,Talvikkitie 7 B,2019,block_of_flats,False,39.50
ESPOO,Espoonlahti,2,860.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,37.00
ESPOO,Espoonlahti,2,865.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,37.00
HELSINKI,Pitäjänmäki,2,1025.00,KONALANTIE 7 C,1974,block_of_flats,False,54.50
TAMPERE,Niemenranta,1,626.00,Raamikatu 3 A,,block_of_flats,False,33.50
ESPOO,Niittykumpu,3,1318.00,Vuoritontuntie 3 A,2023,block_of_flats,False,60.00
ESPOO,Niittykumpu,1,731.00,Vuoritontuntie 3 A,2023,block_of_flats,False,23.00
ESPOO,Niittykumpu,1,742.00,Vuoritontuntie 3 C,2023,block_of_flats,False,23.00
ESPOO,Niittykumpu,1,820.00,Vuoritontuntie 3 C,2023,block_of_flats,False,28.50
HELSINKI,Keskusta,2,1565.00,BULEVARDI 32 B,1937,block_of_flats,False,50.90
HELSINKI,Kruunuvuorenranta,3,1315.00,Gunillantie 22 A,2015,block_of_flats,False,68.00
HELSINKI,Pitäjänmäki,2,955.00,Kokkokalliontie 5 R,1998,block_of_flats,False,41.00
HELSINKI,Pitäjänmäki,1,798.00,KONALANTIE 18 C,1987,block_of_flats,False,33.00
ESPOO,Niittykumpu,2,965.00,Vuoritontuntie 3 A,2023,block_of_flats,False,42.50
LAHTI,Paavola,2,844.00,Lahdenkatu 39 A,1997,block_of_flats,False,66.00
TAMPERE,Santalahti,1,566.00,Paasikoskenraitti 2 B,2020,block_of_flats,False,23.00
JOENSUU,Penttilä,2,750.00,Penttilänkatu 24 B,1969,block_of_flats,False,56.50
TAMPERE,Niemenranta,2,705.00,Pikkuniemenkatu 4 C,2019,block_of_flats,False,41.50
KUOPIO,Pirtti,2,715.00,Hautalahdenkatu 1 E,1994,block_of_flats,False,60.00
HELSINKI,Toukola,2,1323.00,Kotisaarenkatu 3 H,2009,block_of_flats,False,59.50
TAMPERE,Keskusta,2,945.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,43.50
KUOPIO,Linnanpelto,3,1214.00,Ruustinnankuja 4 B,2016,block_of_flats,False,71.50
VANTAA,Tikkurila,1,681.00,Talvikkitie 7 A,2019,block_of_flats,False,25.50
HELSINKI,Kuninkaantammi,1,764.00,Temperankatu 2 B,2019,block_of_flats,False,30.00
JYVÄSKYLÄ,Jyväskylä,1,540.00,Vapaudenkatu 48-50 A,2017,block_of_flats,False,26.50
TURKU,Vähäheikkilä,2,800.00,Vähäheikkiläntie 37 A,2022,block_of_flats,False,42.00
HELSINKI,Herttoniemenranta,2,1003.00,Hitsaajankatu 9 A,2019,block_of_flats,False,47.50
TAMPERE,Niemenranta,2,728.00,Meesakatu 5 A,2019,block_of_flats,False,45.00
TURKU,Keskusta,1,779.00,Ruusukorttelinkuja 1 B,2018,block_of_flats,False,40.00
VANTAA,Kaivoksela,2,805.00,Aapramintie 8 C,2016,block_of_flats,False,39.50
HELSINKI,Kruunuvuorenranta,2,909.00,Gunillantie 22 B,2015,block_of_flats,False,41.50
VAASA,Vöyrinkaupunki,3,979.00,Myllykatu 11 C,2017,block_of_flats,False,68.00
LAPPEENRANTA,Parkkarila,3,850.00,Parkkarilankatu 28 R,1970,block_of_flats,False,83.00
LOHJA,Virkkala,2,653.00,Lähdehaantie 6 O,1972,block_of_flats,False,61.00
VANTAA,Tikkurila,3,1291.00,Neilikkatie 4 C,,block_of_flats,False,76.00
HELSINKI,Roihuvuori,2,902.00,Roihuvuorentie 20 I,1956,block_of_flats,False,52.00
ESPOO,Saunalahti,2,815.00,Saunalahdenkatu 16 A,2009,block_of_flats,False,51.00
KOKKOLA,Keskusta,2,758.00,Tehtaankatu 20 C,1996,block_of_flats,False,57.00
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.00
OULU,Keskusta,2,816.00,Saaristonkatu 2 A,2000,block_of_flats,False,50.00
VANTAA,Veromies,1,725.00,Perintötie 3 G,2021,block_of_flats,False,28.00
ESPOO,Saunalahti,3,1055.00,Reelinkikatu 5 A,2021,block_of_flats,False,53.00
TAMPERE,Keskusta,1,705.00,Puuvillatehtaankatu 6 F,2023,block_of_flats,False,29.00
TURKU,Martti,2,770.00,Kaasukellonaukio 6 A,2015,block_of_flats,False,48.00
LAPPEENRANTA,Leiri,4,1049.00,Leirikatu 23 D,1965,block_of_flats,False,100.00
VAASA,Vöyrinkaupunki,1,616.00,Myllykatu 11 C,2017,block_of_flats,False,30.50
KIRKKONUMMI,Keskusta,3,1104.00,Ervastintie 3 B,2016,block_of_flats,False,68.50
VANTAA,Koivukylä,1,761.00,Norkkokuja 1 as,2021,block_of_flats,False,30.50
HELSINKI,Kalasatama,2,1045.00,Sörnäistenlaituri 3 G,2013,block_of_flats,False,33.50
KIRKKONUMMI,Finnsbacka,1,628.00,Eerikinkallio 6 A,1985,block_of_flats,False,35.00
LOHJA,Anttila,3,940.00,Linnaistenkatu 11 B,1975,block_of_flats,False,80.50
TURKU,Martti,3,1085.00,Merimiehenkatu 7 A,1996,block_of_flats,False,80.00
HELSINKI,Itäkeskus,3,1236.00,Vanhanlinnantie 3 I,2011,block_of_flats,False,71.00
JYVÄSKYLÄ,Kekkola,2,851.00,Tanhukaari 2 A,2007,block_of_flats,False,61.50
JYVÄSKYLÄ,Kortepohja,2,680.00,Wilhelm Schildtin katu 13 A,1999,block_of_flats,False,48.00
KERAVA,Jaakkola,1,690.00,Palopellonkatu 6 D,2022,block_of_flats,False,33.50
ESPOO,Niittykumpu,3,1328.00,Vuoritontuntie 3 A,2023,block_of_flats,False,60.00
JYVÄSKYLÄ,Keskusta,2,945.00,Lyseonkatu 4 D,2008,block_of_flats,False,51.00
ESPOO,Leppävaara,1,765.00,Ratsukatu 4 B,2003,block_of_flats,False,29.50
HELSINKI,Pohjois-Haaga,1,665.00,Ida Aalbergin tie 2 C,1959,block_of_flats,False,27.00
KIRKKONUMMI,Keskusta,3,970.00,Ervastintie 3 B,2016,block_of_flats,False,52.50
TAMPERE,Holvasti,2,782.00,Liinakonkatu 8 D,1997,block_of_flats,False,56.00
PORVOO,Gammelbacka,2,780.00,Suolaketie 6 A,1975,block_of_flats,False,59.50
ESPOO,Niittykumpu,2,1036.00,Vuoritontuntie 3 C,2023,block_of_flats,False,45.50
ESPOO,Matinkylä,1,784.00,Matinkatu 22 D,2020,block_of_flats,False,29.00
VAASA,Vöyrinkaupunki,1,611.00,Myllykatu 11 C,2017,block_of_flats,False,30.50
OULU,Keskusta,2,914.00,Saaristonkatu 2 A,2000,block_of_flats,False,61.00
LAHTI,Keskusta,2,729.00,Vesijärvenkatu 12 B,1963,block_of_flats,False,50.50
ESPOO,Espoonlahti,3,1385.00,Maakravunkuja 2 as,2023,block_of_flats,False,63.50
KIRKKONUMMI,Tolsa,2,770.00,Tarutie 18 A,2019,block_of_flats,False,40.00
TURKU,Martti,2,920.00,Vilhonkatu 15 C,1968,block_of_flats,False,67.00
TURKU,Kakolanmäki,1,832.00,Kakolankatu 5 A,2018,block_of_flats,False,49.00
OULU,Kaukovainio,1,515.00,Ampuhaukantie 4 B,1976,block_of_flats,False,34.00
KERAVA,Jaakkola,3,1060.00,Palopellonkatu 6 D,2022,block_of_flats,False,63.50
KUOPIO,Keskusta,1,622.00,Suokatu 29 B,2020,block_of_flats,False,26.50
JYVÄSKYLÄ,Kuokkalanpelto,2,770.00,Tahvosentie 32 A,2011,block_of_flats,False,52.00
TAMPERE,Ranta-Tampella,1,690.00,Koelaitoksenkatu 22 A,2022,block_of_flats,False,30.00
KIRKKONUMMI,Tolsa,3,872.00,Tarutie 18 A,2019,block_of_flats,False,57.50
JÄRVENPÄÄ,Keskusta,1,745.00,Tupalantie 2 B,2017,block_of_flats,False,30.50
SARVVIK,Sarfvik,3,997.00,Kiurunkannuksentie 1 A,2016,block_of_flats,False,52.00
VANTAA,Pähkinärinne,2,880.00,Lehtikallio 6 A,2015,block_of_flats,False,53.00
KERAVA,Ahjo,2,821.00,Moukaritie 7 A,2011,block_of_flats,False,49.50
JOENSUU,Niinivaara,3,860.00,Tikkamäentie 2 B,1948,block_of_flats,False,60.50
VALKEAKOSKI,Roukko,2,725.00,Kenraalintie 8 as,1952,block_of_flats,False,60.50
KUOPIO,Litmanen,3,759.00,Yläkatu 6 B,1992,block_of_flats,False,71.00
LOHJA,Anttila,2,775.00,Linnaistenkatu 11 A,1975,block_of_flats,False,60.00
JÄRVENPÄÄ,Pajala,2,805.00,Valimokuja 4 as,2017,block_of_flats,False,43.00
ESPOO,Espoonlahti,1,774.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,27.50
ESPOO,Pohjois-Tapiola,1,850.00,Metsänpojankuja 5 B,2021,block_of_flats,False,31.00
HELSINKI,Jollas,4,1996.00,Puuskarinne 7 J,1997,terraced_house,False,114.00
HELSINKI,Yliskylä,1,886.00,Yliskylän puistokatu 7 A,2021,block_of_flats,False,29.50
TAMPERE,Hervanta,2,895.00,Louhoskuja 4 A,2023,block_of_flats,False,51.00
TAMPERE,Hervanta,3,1050.00,Louhoskuja 4 A,2023,block_of_flats,False,56.50
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,2,895.00,Louhoskuja 4 A,2023,block_of_flats,False,51.00
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,1,620.00,Louhoskuja 4 A,2023,block_of_flats,False,29.50
TAMPERE,Hervanta,3,1055.00,Louhoskuja 4 A,2023,block_of_flats,False,56.50
TAMPERE,Hervanta,2,790.00,Louhoskuja 4 A,2023,block_of_flats,False,40.50
VANTAA,Koivukylä,2,911.00,Norkkokuja 1 as,2021,block_of_flats,False,44.00
OULU,Rajakylä,2,590.00,Tervakukkatie 12 B,2000,loft_house,False,59.00
JÄRVENPÄÄ,Järvenpää,2,838.00,Bjarnenkuja 4 B,2011,block_of_flats,False,45.50
JÄRVENPÄÄ,Pajala,2,805.00,Kaskitie 1 B,2022,block_of_flats,False,40.50
LAHTI,Ankkuri,2,765.00,Niemenkatu 7 as,1977,block_of_flats,False,53.50
KAJAANI,Keskusta,3,805.00,Kirkkokatu 15 A 0,1960,block_of_flats,False,61.50
NOKIA,Aaroninkorpi,2,657.00,Pinsiöntie 29 A,1974,block_of_flats,False,58.00
JÄRVENPÄÄ,Pajala,2,925.00,Kaskitie 5 A,2015,block_of_flats,False,55.00
ESPOO,Niittykumpu,3,1305.00,Niittyportinpolku 2 A,2018,block_of_flats,False,62.50
ESPOO,Sepänkylä,1,725.00,Peuraniitty 1 E,2021,block_of_flats,False,29.00
VANTAA,Kaivoksela,3,1220.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,68.50
TAMPERE,Hyhky,1,602.00,Huovarinkatu 18 B,2015,loft_house,False,28.00
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.50
HELSINKI,Toukola,2,1180.00,Kotisaarenkatu 3 H,2009,block_of_flats,False,59.50
ESPOO,Matinkylä,2,900.00,Matinkallio 7 B,2017,block_of_flats,False,46.00
VANTAA,Hiekkaharju,1,760.00,Sipulitie 1 P,2010,block_of_flats,False,36.50
HELSINKI,Puistola,2,940.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,61.50
HELSINKI,Roihuvuori,1,706.00,Roihuvuorentie 30 A,1956,block_of_flats,False,26.00
JOENSUU,Niinivaara,2,817.00,Huvilakatu 7 B,1951,block_of_flats,False,58.00
OULU,Laanila,2,657.00,Laamannintie 3 A 0,2001,block_of_flats,False,46.50
ESPOO,Tiistilä,2,898.00,KALAONNENTIE 3 C,1995,block_of_flats,False,46.00
LAHTI,Malski,1,635.00,Panimokatu 4 A,2017,block_of_flats,False,28.50
ESPOO,Kivenlahti,2,1195.00,Marinportti 4 A,2021,block_of_flats,False,52.50
OULU,Myllytulli,2,731.00,Nahkatehtaankatu 10 A,1996,block_of_flats,False,43.00
ESPOO,Mäkkylä,2,1040.00,Adjutantinkatu 3 A,2012,block_of_flats,False,52.50
NUMMELA,Nummela,2,759.00,Hirninkuja 1 D,1985,block_of_flats,False,60.00
TURKU,Iso-Heikkilä,2,765.00,Kanslerintie 15 B,2018,block_of_flats,False,41.50
ESPOO,Henttaa,1,700.00,Linda Tannerin kuja 2 E,2022,block_of_flats,False,26.50
HELSINKI,Maunula,2,1031.00,Suonotkontie 4 A,1963,block_of_flats,False,53.00
HELSINKI,Puistola,2,940.00,Tapulikaupungintie 13 A,2000,block_of_flats,False,61.50
HELSINKI,Hermanni,3,1590.00,Haukilahdenkuja 13 A,2010,block_of_flats,False,71.00
ESPOO,Espoon keskus,3,1090.00,Segersveninkatu 6 A,,block_of_flats,False,49.50
ESPOO,Espoon keskus,3,1190.00,Segersveninkatu 6 A,,block_of_flats,False,65.00
ESPOO,Espoon keskus,3,1095.00,Segersveninkatu 6 A,,block_of_flats,False,49.50
ESPOO,Espoon keskus,2,830.00,Segersveninkatu 6 A,,block_of_flats,False,35.50
ESPOO,Espoon keskus,3,1100.00,Segersveninkatu 6 A,,block_of_flats,False,49.50
ESPOO,Espoon keskus,1,670.00,Segersveninkatu 6 B,,block_of_flats,False,27.00
ESPOO,Espoon keskus,3,1135.00,Segersveninkatu 6 B,,block_of_flats,False,62.00
ESPOO,Espoon keskus,3,1185.00,Segersveninkatu 6 B,,block_of_flats,False,66.50
ESPOO,Espoon keskus,1,680.00,Segersveninkatu 6 B,,block_of_flats,False,27.00
ESPOO,Espoon keskus,1,715.00,Segersveninkatu 6 B,,block_of_flats,False,30.50
TAMPERE,Keskusta,1,745.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,32.00
KAUNIAINEN,,2,1053.00,Venevalkamantie 6 A,2014,block_of_flats,False,49.50
SALO,Ollikkala,2,658.00,Vanulanpolku 4 B,1979,block_of_flats,False,60.50
TURKU,Martti,2,727.00,Laivurinkatu 8 B,1996,block_of_flats,False,43.50
TAMPERE,Keskusta,2,900.00,Puuvillatehtaankatu 6 B,2023,block_of_flats,False,41.50
KAJAANI,Keskusta,1,578.00,Kirkkokatu 15 A,1960,block_of_flats,False,30.00
VANTAA,Kaivoksela,3,1250.00,Husbackankuja 6 A,2014,block_of_flats,False,71.00
ESPOO,Matinkylä,2,865.00,Nelikkotie 8 B,2003,block_of_flats,False,41.00
ESPOO,Espoonlahti,1,803.00,Maakravunkuja 2 as,2023,block_of_flats,False,33.50
JOENSUU,Penttilä,2,679.00,Pyhäselänkatu 19 D,1973,block_of_flats,False,65.00
OULU,Limingantulli,1,609.00,Rautatienkatu 78 A,2015,block_of_flats,False,28.50
OULU,Rajakylä,2,513.00,Ruiskukkatie 9 A,1999,loft_house,False,46.50
HELSINKI,Etelä-Haaga,1,895.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,1,895.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,1,895.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,2,1025.00,Paatsamatie 14 B,2023,block_of_flats,False,37.50
HELSINKI,Etelä-Haaga,1,945.00,Paatsamatie 14 B,2023,block_of_flats,False,33.00
HELSINKI,Etelä-Haaga,1,900.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,1,900.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,4,1920.00,Paatsamatie 14 B,2023,block_of_flats,False,80.50
HELSINKI,Etelä-Haaga,2,1110.00,Paatsamatie 14 B,2023,block_of_flats,False,41.50
HELSINKI,Etelä-Haaga,1,905.00,Paatsamatie 14 B,2023,block_of_flats,False,31.50
HELSINKI,Etelä-Haaga,2,1150.00,Paatsamatie 14 B,2023,block_of_flats,False,45.50
LAPPEENRANTA,Parkkarila,2,715.00,Parkkarilankatu 28 N,1970,block_of_flats,False,64.00
KERAVA,Keskusta,2,836.00,Seunalantie 11 A,2018,block_of_flats,False,42.00
HELSINKI,Jätkäsaari,1,926.00,Saukonpaadenranta 4 C,2012,block_of_flats,False,34.50
VANTAA,Koivukylä,2,932.00,Norkkokuja 1 as,2021,block_of_flats,False,48.00
OULU,Peltola,1,566.00,Peltolantie 18 B,2010,block_of_flats,False,28.00
HELSINKI,Pitäjänmäki,2,880.00,KOKKOKALLIONTIE 3 E,1974,block_of_flats,False,38.50
HELSINKI,Aurinkolahti,2,1077.00,Jauhajankuja 2 D,2012,block_of_flats,False,56.50
JYVÄSKYLÄ,Keltinmäki,2,555.00,Keltinmäentie 27 C,1974,block_of_flats,False,41.00
VANTAA,Kartanonkoski,2,952.00,Lähettilääntie 1 D,2005,block_of_flats,False,43.50
HELSINKI,Lauttasaari,1,995.00,Itälahdenkatu 21 C,1985,block_of_flats,False,40.00
TURKU,Iso-Heikkilä,2,728.00,Kanslerintie 15 B,2018,block_of_flats,False,41.50
TURKU,Keskusta,1,695.00,Ruusukorttelinkuja 1 A,2018,block_of_flats,False,36.00
ESPOO,Vesirattaanmäki,2,779.00,Vesirattaanmäki 1 B,2010,block_of_flats,False,41.00
ESPOO,Suurpelto,1,758.00,Suurpellon puistokatu 7 B,2020,block_of_flats,False,29.00
HELSINKI,Herttoniemi,2,945.00,Kerttulinkuja 3 D,1997,block_of_flats,False,46.50
OULU,Limingantulli,3,994.00,Rautatienkatu 74 A,2012,block_of_flats,False,64.50
NURMIJÄRVI,Kivinummi,2,902.00,Mahlamäentie 10 F,2015,block_of_flats,False,55.50
HELSINKI,Kallio,2,999.00,Alppikatu 3 B,1964,block_of_flats,False,56.00
KUOPIO,Neulamäki,2,649.00,Jaamantie 23 H,1987,block_of_flats,False,49.00
VANTAA,Myyrmäki,2,872.00,Loiskekuja 6 B,2017,block_of_flats,False,44.50
KAJAANI,Keskusta,2,710.00,Louhikatu 10 as,1960,block_of_flats,False,51.50
HELSINKI,Haaga,1,815.00,Pajuniityntie 3-5 B,2016,block_of_flats,False,37.00
LAPPEENRANTA,Pikisaari,2,738.00,Pikisaarenkatu 40 as,1997,block_of_flats,False,46.00
LAHTI,Liipola,2,608.00,Pohjoinen Liipolankatu 13-15 A-C A,1980,block_of_flats,False,58.50
JOENSUU,Keskusta,3,990.00,Sairaalakatu 19 A,1971,block_of_flats,False,83.00
HÄMEENLINNA,Keskusta,2,722.00,Sibeliuksenkatu 3 B,1940,block_of_flats,False,52.50
KIRKKONUMMI,Keskusta,2,796.00,Ervastintie 3 A,2016,block_of_flats,False,42.50
TURKU,Martti,2,809.00,Itäinen Rantakatu 64 A,1999,block_of_flats,False,50.50
TAMPERE,Santalahti,1,604.00,Paperitehtaanraitti 13 A,2020,block_of_flats,False,24.00
VAASA,Suvilahti,3,699.00,Pietarsaarenkatu 8 B,1973,block_of_flats,False,77.50
HELSINKI,Maunula,2,1046.00,RAJAMETSÄNTIE 35 B,1962,block_of_flats,False,51.50
IMATRA,Mansikkala,1,512.00,Kauppakatu 6 A,1979,block_of_flats,False,35.00
VANTAA,Viertola,2,836.00,Koisotie 2 B,,block_of_flats,False,51.00
HYVINKÄÄ,Mustamännistö,2,822.00,Tienhaarankuja 2 A,2014,block_of_flats,False,56.50
KAJAANI,Keskusta,2,689.00,Louhikatu 9 as,1960,block_of_flats,False,50.00
ESPOO,Kivenlahti,3,1410.00,Marinportti 4 A,2021,block_of_flats,False,68.00
VANTAA,Kaivoksela,2,890.00,Vanha Kaarelantie 6B A,2023,block_of_flats,False,47.50
HELSINKI,Malminkartano,3,1155.00,Juustenintie 4 B,2015,block_of_flats,False,68.00
ESPOO,Olari,2,945.00,Kuvastimentie 1 E,2020,block_of_flats,False,51.50
ESPOO,Pohjois-Tapiola,2,1315.00,Kalevalantie 8 D,2022,block_of_flats,False,60.00
ESPOO,Kiltakallio,2,755.00,Kiltakallio 13 A,1994,block_of_flats,False,39.00
HELSINKI,Vallila,1,882.00,Sammatintie 9 A,2022,block_of_flats,False,26.50
KIRKKONUMMI,Finnsbacka,2,784.00,Eerikinkallio 6 A,1985,block_of_flats,False,60.50
KIRKKONUMMI,Finnsbacka,2,784.00,Eerikinkallio 6 C,1985,block_of_flats,False,60.50
VANTAA,Kartanonkoski,2,880.00,Herttuantie 2 A,2003,block_of_flats,False,53.00
HELSINKI,Herttoniemi,1,930.00,Hiihtäjäntie 1 E,2012,block_of_flats,False,40.50
TURKU,Kirstinpuisto,2,761.00,Nuutintie 7 B,2021,block_of_flats,False,40.50
ESPOO,Niittykumpu,3,1360.00,Niittykummuntie 12 C,2022,block_of_flats,False,69.50
ESPOO,Niittykumpu,1,810.00,Niittykummuntie 12 C,2022,block_of_flats,False,33.50
ESPOO,Niittykumpu,3,1325.00,Niittykummuntie 12 D,2022,block_of_flats,False,67.00
ESPOO,Niittykumpu,1,810.00,Niittykummuntie 12 C,2022,block_of_flats,False,33.50
VANTAA,Hakunila,3,941.00,Kaskelantie 12 A,2022,block_of_flats,False,56.00
VANTAA,Kulomäki,2,899.00,Maauuninkuja 6 F,1975,block_of_flats,False,64.50
VANTAA,Hakunila,2,858.00,Kaskelantie 12 A,2022,block_of_flats,False,50.50
ESPOO,Vermonniitty,1,770.00,Kaarlo Sarkian katu 10 D,2020,block_of_flats,False,31.50
KERAVA,Jaakkola,2,795.00,Palopellonkatu 8 B,2021,block_of_flats,False,51.00
TURKU,Herttuankulma,1,620.00,Malin Trällin kuja 1 C,2022,block_of_flats,False,25.50
TURKU,Herttuankulma,1,605.00,Malin Trällin kuja 1 C,2022,block_of_flats,False,26.50
ESPOO,Espoonlahti,2,1045.00,Espoonlahdenkatu 10 as,2022,block_of_flats,False,56.00
TAMPERE,Ranta-Tampella,1,685.00,Koelaitoksenkatu 22 A,2022,block_of_flats,False,30.00
ESPOO,Espoonlahti,1,741.00,Kipparinkatu 4 B,2022,block_of_flats,False,32.00
ESPOO,Espoonlahti,1,713.00,Kipparinkatu 4 B,2022,block_of_flats,False,28.50
ESPOO,Espoonlahti,1,746.00,Kipparinkatu 4 B,2022,block_of_flats,False,32.50
ESPOO,Espoonlahti,1,751.00,Kipparinkatu 4 B,2022,block_of_flats,False,32.50
ESPOO,Espoonlahti,1,722.00,Kipparinkatu 4 B,2022,block_of_flats,False,28.50
KIRKKONUMMI,Keskusta,2,837.00,Ervastintie 3 B,2016,block_of_flats,False,47.50
HELSINKI,Aurinkolahti,1,1005.00,Vuotie 49b A,2022,block_of_flats,False,43.00
HELSINKI,Aurinkolahti,2,1025.00,Vuotie 49b A,2022,block_of_flats,False,43.00
HELSINKI,Aurinkolahti,3,1330.00,Vuotie 49b A,2022,block_of_flats,False,58.00
HELSINKI,Aurinkolahti,2,1015.00,Vuotie 49b A,2022,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,3,1360.00,Vuotie 49b A,2022,block_of_flats,False,58.00
HELSINKI,Aurinkolahti,3,1595.00,Vuotie 49b A,2022,block_of_flats,False,64.00
HELSINKI,Aurinkolahti,2,1055.00,Vuotie 49b A,2022,block_of_flats,False,40.50
HELSINKI,Aurinkolahti,2,1075.00,Vuotie 49b A,2022,block_of_flats,False,43.50
HELSINKI,Aurinkolahti,2,1025.00,Vuotie 49b A,2022,block_of_flats,False,43.00
HELSINKI,Aurinkolahti,3,1335.00,Vuotie 49b A,2022,block_of_flats,False,58.00
HELSINKI,Aurinkolahti,2,1015.00,Vuotie 49b A,2022,block_of_flats,False,40.00
ESPOO,Kilo,2,862.00,PUISTOPIHA 2 B,1998,block_of_flats,False,52.00
ESPOO,Vermonniitty,2,975.00,Kaarlo Sarkian katu 10 D,2020,block_of_flats,False,46.50
KERAVA,Jaakkola,2,800.00,Palopellonkatu 8 B,2021,block_of_flats,False,51.00
KIRKKONUMMI,Lindal,1,747.00,Laaksokuja 3 B,1976,block_of_flats,False,36.00
ESPOO,Pohjois-Tapiola,1,815.00,Metsänpojankuja 5 A,2021,block_of_flats,False,27.50
ESPOO,Finnoo,1,770.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,33.50
ESPOO,Finnoo,1,785.00,Syvänsalmenkatu 8 A,2022,block_of_flats,False,34.50
OULU,Laanila,2,684.00,Laamannintie 14 B,2002,block_of_flats,False,50.00
ESPOO,Espoonlahti,1,783.00,Maakravunkuja 2 as,2023,block_of_flats,False,33.00
ESPOO,Espoonlahti,2,890.00,Espoonlahdenkatu 14 A,2023,block_of_flats,False,39.50
ESPOO,Espoonlahti,3,1405.00,Espoonlahdenkatu 14 B,2023,block_of_flats,False,67.00
KUOPIO,Litmanen,3,899.00,Mertakaari 23 A,1997,block_of_flats,False,79.00
KERAVA,Jaakkola,2,799.00,Palokorvenkatu 9 B,1995,block_of_flats,False,58.50
HELSINKI,Jätkäsaari,2,990.00,Gibraltarinaukio 2 A,2022,block_of_flats,False,34.00
ESPOO,Espoonlahti,1,732.00,Kipparinkatu 4 B,2022,block_of_flats,False,29.00
ESPOO,Vermonniitty,1,815.00,Perilänniitty 3 B,2020,block_of_flats,False,33.00
ESPOO,Saunalahti,1,720.00,Pohjoisviitta 2 A,2023,loft_house,False,28.00
ESPOO,Saunalahti,2,935.00,Pohjoisviitta 2 A,2023,loft_house,False,45.00
ESPOO,Saunalahti,2,895.00,Pohjoisviitta 2 B,2023,loft_house,False,42.00
